Image,Class,Fruit Pixels,Blemish Pixels,Blemish Percentage
image_209.jpg,Class B,155576,44438,28.56
image_21.jpg,Class B,244511,64982,26.58
image_210.jpg,Class B,162026,24848,15.34
image_211.jpg,Class B,153434,32289,21.04
image_212.jpg,Class B,152428,38885,25.51
image_213.jpg,Class B,158210,39333,24.86
image_214.jpg,Class B,134777,24374,18.08
image_215.jpg,Class B,121417,30191,24.87
image_216.jpg,Class B,162832,39845,24.47
image_217.jpg,Class B,153700,25887,16.84
image_218.jpg,Class B,171345,39113,22.83
image_219.jpg,Class B,134680,22927,17.02
image_22.jpg,Class B,240248,87540,36.44
image_220.jpg,Class B,134044,21449,16.00
image_221.jpg,Class B,154708,26703,17.26
image_222.jpg,Class B,172355,35180,20.41
image_223.jpg,Class B,152352,22509,14.77
image_224.jpg,Class B,188984,23405,12.38
image_225.jpg,Class B,166171,34788,20.94
image_226.jpg,Class B,161403,35476,21.98
image_227.jpg,Class B,183269,30941,16.88
image_228.jpg,Class B,188546,31612,16.77
image_229.jpg,Class B,140489,19315,13.75
image_23.jpg,Class B,263503,73873,28.03
image_230.jpg,Class B,151111,24032,15.90
image_231.jpg,Class B,171328,35869,20.94
image_232.jpg,Class B,148282,24842,16.75
image_233.jpg,Class B,145873,20980,14.38
image_234.jpg,Class B,141551,24463,17.28
image_235.jpg,Class B,140504,32040,22.80
image_236.jpg,Class B,144787,23747,16.40
image_237.jpg,Class B,159289,23902,15.01
image_238.jpg,Class B,148187,26880,18.14
image_239.jpg,Class B,140560,36272,25.81
image_24.jpg,Class B,272252,72442,26.61
image_240.jpg,Class B,139627,24424,17.49
image_241.jpg,Class B,166110,27690,16.67
image_242.jpg,Class B,163454,46983,28.74
image_243.jpg,Class B,135307,32217,23.81
image_244.jpg,Class B,134115,24617,18.36
image_245.jpg,Class B,158570,23372,14.74
image_246.jpg,Class B,138403,26060,18.83
image_247.jpg,Class B,164532,29093,17.68
image_248.jpg,Class B,148926,21885,14.70
image_249.jpg,Class B,161576,34958,21.64
image_25.jpg,Class B,270236,74365,27.52
image_250.jpg,Class B,185751,30808,16.59
image_251.jpg,Class B,174925,29221,16.70
image_252.jpg,Class B,177733,37808,21.27
image_253.jpg,Class B,174658,35266,20.19
image_254.jpg,Class B,174068,41390,23.78
image_255.jpg,Class B,146116,34023,23.28
image_256.jpg,Class B,156450,43160,27.59
image_257.jpg,Class B,148045,42439,28.67
image_258.jpg,Class B,170411,34140,20.03
image_259.jpg,Class B,172583,40958,23.73
image_26.jpg,Class B,255228,97846,38.34
image_260.jpg,Class B,188431,34125,18.11
image_261.jpg,Class B,157543,30187,19.16
image_262.jpg,Class B,135071,32136,23.79
image_263.jpg,Class B,151551,25617,16.90
image_264.jpg,Class B,167751,25858,15.41
image_265.jpg,Class B,154820,25783,16.65
image_266.jpg,Class B,187269,37160,19.84
image_267.jpg,Class B,191031,30225,15.82
image_268.jpg,Class B,186072,39587,21.28
image_269.jpg,Class B,217125,40076,18.46
image_27.jpg,Class B,198859,78319,39.38
image_270.jpg,Class B,193216,40778,21.10
image_271.jpg,Class B,190924,38046,19.93
image_272.jpg,Class B,159233,30673,19.26
image_273.jpg,Class B,192787,35669,18.50
image_274.jpg,Class B,209408,38116,18.20
image_275.jpg,Class B,188637,26673,14.14
image_276.jpg,Class B,184079,24869,13.51
image_277.jpg,Class B,186900,28393,15.19
image_278.jpg,Class B,188811,36363,19.26
image_279.jpg,Class B,174617,32837,18.81
image_28.jpg,Class B,229865,86305,37.55
image_280.jpg,Class B,169873,32842,19.33
image_281.jpg,Class B,152482,30229,19.82
image_282.jpg,Class B,178414,39878,22.35
image_283.jpg,Class B,164478,39442,23.98
image_284.jpg,Class B,197968,52779,26.66
image_285.jpg,Class B,183237,35330,19.28
image_286.jpg,Class B,170785,39631,23.21
image_287.jpg,Class B,166589,31804,19.09
image_288.jpg,Class B,142419,29034,20.39
image_289.jpg,Class B,134807,23897,17.73
image_29.jpg,Class B,207729,81422,39.20
image_3.jpg,Class B,229505,59774,26.04
image_30.jpg,Class B,194358,65493,33.70
image_31.jpg,Class B,205667,77940,37.90
image_32.jpg,Class B,187717,72778,38.77
image_33.jpg,Class B,182886,66746,36.50
image_34.jpg,Class B,240049,108020,45.00
image_35.jpg,Class B,173990,55008,31.62
image_36.jpg,Class B,172767,58629,33.94
image_37.jpg,Class B,188588,63993,33.93
image_38.jpg,Class B,189117,65285,34.52
image_39.jpg,Class B,183303,47830,26.09
image_4.jpg,Class B,210357,53744,25.55
image_40.jpg,Class B,183876,49642,27.00
image_41.jpg,Class B,173612,52631,30.32
image_42.jpg,Class B,189847,67251,35.42
image_43.jpg,Class B,184701,63960,34.63
image_44.jpg,Class B,185839,63702,34.28
image_45.jpg,Class B,179359,61490,34.28
image_46.jpg,Class B,144750,63079,43.58
image_47.jpg,Class B,146099,62947,43.09
image_48.jpg,Class B,144258,61468,42.61
image_49.jpg,Class B,143882,60342,41.94
image_5.jpg,Class B,187872,48695,25.92
image_50.jpg,Class B,161740,62309,38.52
image_51.jpg,Class B,169500,63176,37.27
image_52.jpg,Class B,171287,63255,36.93
image_53.jpg,Class B,183366,55706,30.38
image_54.jpg,Class B,182503,54815,30.04
image_55.jpg,Class B,181430,54718,30.16
image_56.jpg,Class B,179332,54017,30.12
image_57.jpg,Class B,178543,53654,30.05
image_58.jpg,Class B,187841,58069,30.91
image_59.jpg,Class B,188764,53336,28.26
image_6.jpg,Class B,188325,46618,24.75
image_60.jpg,Class B,195586,66843,34.18
image_61.jpg,Class B,175129,49416,28.22
image_62.jpg,Class B,217395,72301,33.26
image_63.jpg,Class B,215416,68544,31.82
image_64.jpg,Class B,208251,62083,29.81
image_65.jpg,Class B,190298,59815,31.43
image_66.jpg,Class B,173932,61649,35.44
image_67.jpg,Class B,180083,64953,36.07
image_68.jpg,Class B,182107,50797,27.89
image_69.jpg,Class B,239365,65785,27.48
image_7.jpg,Class B,175707,49887,28.39
image_70.jpg,Class B,163997,48273,29.44
image_71.jpg,Class B,214776,69093,32.17
image_72.jpg,Class B,190601,62321,32.70
image_73.jpg,Class B,172479,59967,34.77
image_74.jpg,Class B,179387,65626,36.58
image_75.jpg,Class B,183137,61189,33.41
image_76.jpg,Class B,173158,53861,31.11
image_77.jpg,Class B,187964,60776,32.33
image_78.jpg,Class B,183770,52125,28.36
image_79.jpg,Class B,180672,61500,34.04
image_8.jpg,Class B,164452,51918,31.57
image_80.jpg,Class B,180459,64058,35.50
image_81.jpg,Class B,177370,67668,38.15
image_82.jpg,Class B,178361,54526,30.57
image_83.jpg,Class B,190584,57013,29.91
image_84.jpg,Class B,188739,52703,27.92
image_85.jpg,Class B,203091,85930,42.31
image_86.jpg,Class B,201885,56995,28.23
image_87.jpg,Class B,231077,67092,29.03
image_88.jpg,Class B,230794,91500,39.65
image_89.jpg,Class B,234807,100164,42.66
image_9.jpg,Class B,173577,52233,30.09
image_90.jpg,Class B,165987,45919,27.66
image_91.jpg,Class B,164782,46040,27.94
image_92.jpg,Class B,173939,69286,39.83
image_93.jpg,Class B,161847,54342,33.58
image_94.jpg,Class B,161260,49034,30.41
image_95.jpg,Class B,157235,51393,32.69
image_96.jpg,Class B,159051,65337,41.08
image_97.jpg,Class B,161294,50254,31.16
image_98.jpg,Class B,180178,57481,31.90
image_99.jpg,Class B,186825,80513,43.10
image_0.jpg,Defect,173939,69286,39.83
image_1.jpg,Defect,161847,54342,33.58
image_10.jpg,Defect,227727,81069,35.60
image_100.jpg,Defect,105774,38515,36.41
image_101.jpg,Defect,93916,39153,41.69
image_102.jpg,Defect,85238,31810,37.32
image_103.jpg,Defect,104155,39607,38.03
image_104.jpg,Defect,106862,43973,41.15
image_105.jpg,Defect,97089,39336,40.52
image_106.jpg,Defect,94758,36927,38.97
image_107.jpg,Defect,106578,44058,41.34
image_108.jpg,Defect,117815,48592,41.24
image_109.jpg,Defect,109954,43337,39.41
image_11.jpg,Defect,187439,56872,30.34
image_110.jpg,Defect,105677,39444,37.33
image_111.jpg,Defect,104327,46207,44.29
image_112.jpg,Defect,101176,37825,37.39
image_113.jpg,Defect,111960,39726,35.48
image_114.jpg,Defect,88742,38365,43.23
image_115.jpg,Defect,104263,34914,33.49
image_116.jpg,Defect,99198,27493,27.72
image_117.jpg,Defect,145311,46880,32.26
image_118.jpg,Defect,145061,48096,33.16
image_119.jpg,Defect,145203,46465,32.00
image_12.jpg,Defect,190123,43824,23.05
image_120.jpg,Defect,122617,30139,24.58
image_121.jpg,Defect,134215,45353,33.79
image_122.jpg,Defect,156239,52492,33.60
image_123.jpg,Defect,146370,49820,34.04
image_124.jpg,Defect,156644,57369,36.62
image_125.jpg,Defect,153371,50959,33.23
image_126.jpg,Defect,157540,55490,35.22
image_127.jpg,Defect,150083,57447,38.28
image_128.jpg,Defect,155238,52527,33.84
image_129.jpg,Defect,170579,55436,32.50
image_13.jpg,Defect,221846,62503,28.17
image_130.jpg,Defect,172382,83248,48.29
image_131.jpg,Defect,152407,52317,34.33
image_132.jpg,Defect,169318,62852,37.12
image_133.jpg,Defect,184284,77133,41.86
image_134.jpg,Defect,159247,62600,39.31
image_135.jpg,Defect,172185,66432,38.58
image_136.jpg,Defect,160873,55434,34.46
image_137.jpg,Defect,135445,56228,41.51
image_138.jpg,Defect,152305,49945,32.79
image_139.jpg,Defect,146533,51116,34.88
image_14.jpg,Defect,224639,80792,35.97
image_140.jpg,Defect,152665,44491,29.14
image_141.jpg,Defect,145027,51023,35.18
image_142.jpg,Defect,140142,51459,36.72
image_143.jpg,Defect,137154,64402,46.96
image_144.jpg,Defect,155124,66671,42.98
image_145.jpg,Defect,130196,49826,38.27
image_146.jpg,Defect,111699,40415,36.18
image_147.jpg,Defect,122160,47060,38.52
image_148.jpg,Defect,174855,70778,40.48
image_149.jpg,Defect,172367,66808,38.76
image_15.jpg,Defect,227861,82025,36.00
image_150.jpg,Defect,162741,70165,43.11
image_151.jpg,Defect,165717,68362,41.25
image_152.jpg,Defect,147010,60008,40.82
image_153.jpg,Defect,155633,67516,43.38
image_154.jpg,Defect,172895,70982,41.05
image_155.jpg,Defect,149195,51335,34.41
image_156.jpg,Defect,152129,46070,30.28
image_157.jpg,Defect,169644,63310,37.32
image_158.jpg,Defect,143304,51057,35.63
image_159.jpg,Defect,156687,51479,32.85
image_16.jpg,Defect,226401,72936,32.22
image_160.jpg,Defect,165530,76030,45.93
image_161.jpg,Defect,166110,59285,35.69
image_162.jpg,Defect,161120,59966,37.22
image_163.jpg,Defect,142744,61197,42.87
image_164.jpg,Defect,155707,66502,42.71
image_165.jpg,Defect,187909,77677,41.34
image_166.jpg,Defect,161966,49077,30.30
image_167.jpg,Defect,165717,54537,32.91
image_168.jpg,Defect,142863,38894,27.22
image_169.jpg,Defect,140451,49743,35.42
image_17.jpg,Defect,229625,82297,35.84
image_170.jpg,Defect,164503,60677,36.89
image_171.jpg,Defect,176728,67957,38.45
image_172.jpg,Defect,160371,54761,34.15
image_173.jpg,Defect,148889,60329,40.52
image_174.jpg,Defect,170566,65184,38.22
image_175.jpg,Defect,169266,77336,45.69
image_176.jpg,Defect,175698,66342,37.76
image_177.jpg,Defect,115177,56032,48.65
image_178.jpg,Defect,137359,58114,42.31
image_179.jpg,Defect,119513,62096,51.96
image_18.jpg,Defect,192919,76682,39.75
image_180.jpg,Defect,158037,54905,34.74
image_181.jpg,Defect,151538,49066,32.38
image_182.jpg,Defect,154311,49174,31.87
image_183.jpg,Defect,180362,83125,46.09
image_184.jpg,Defect,169970,61325,36.08
image_185.jpg,Defect,178638,74008,41.43
image_186.jpg,Defect,169738,49200,28.99
image_187.jpg,Defect,141822,53974,38.06
image_188.jpg,Defect,148013,67131,45.35
image_189.jpg,Defect,122387,38321,31.31
image_19.jpg,Defect,189511,46360,24.46
image_190.jpg,Defect,136830,46910,34.28
image_191.jpg,Defect,115838,52409,45.24
image_192.jpg,Defect,133479,44498,33.34
image_193.jpg,Defect,154044,53824,34.94
image_194.jpg,Defect,135519,52472,38.72
image_195.jpg,Defect,119268,35403,29.68
image_196.jpg,Defect,120727,34926,28.93
image_197.jpg,Defect,148948,49759,33.41
image_198.jpg,Defect,157167,60355,38.40
image_199.jpg,Defect,195560,48210,24.65
image_2.jpg,Defect,161260,49034,30.41
image_20.jpg,Defect,189902,65405,34.44
image_200.jpg,Defect,126729,37977,29.97
image_201.jpg,Defect,131511,39816,30.28
image_202.jpg,Defect,177312,50448,28.45
image_203.jpg,Defect,72040,36794,51.07
image_204.jpg,Defect,97387,54878,56.35
image_205.jpg,Defect,79228,36731,46.36
image_206.jpg,Defect,95619,27099,28.34
image_207.jpg,Defect,104961,48398,46.11
image_208.jpg,Defect,81134,44595,54.96
image_209.jpg,Defect,83161,37931,45.61
image_21.jpg,Defect,185542,62420,33.64
image_210.jpg,Defect,90810,41573,45.78
image_211.jpg,Defect,83948,47234,56.27
image_212.jpg,Defect,95533,52850,55.32
image_213.jpg,Defect,84534,42326,50.07
image_214.jpg,Defect,96382,38288,39.73
image_215.jpg,Defect,98383,54983,55.89
image_216.jpg,Defect,115328,51541,44.69
image_217.jpg,Defect,100284,46372,46.24
image_218.jpg,Defect,92122,52220,56.69
image_219.jpg,Defect,92434,55413,59.95
image_22.jpg,Defect,181665,39100,21.52
image_220.jpg,Defect,99058,42690,43.10
image_221.jpg,Defect,83224,30344,36.46
image_222.jpg,Defect,99492,38726,38.92
image_223.jpg,Defect,100157,40830,40.77
image_224.jpg,Defect,81911,34303,41.88
image_225.jpg,Defect,97656,43407,44.45
image_226.jpg,Defect,87204,36786,42.18
image_227.jpg,Defect,95746,38768,40.49
image_228.jpg,Defect,126408,51780,40.96
image_229.jpg,Defect,116032,67275,57.98
image_23.jpg,Defect,136950,40018,29.22
image_230.jpg,Defect,114211,28741,25.16
image_231.jpg,Defect,108868,29446,27.05
image_232.jpg,Defect,101118,34066,33.69
image_233.jpg,Defect,89529,32068,35.82
image_234.jpg,Defect,111341,60644,54.47
image_235.jpg,Defect,115929,55010,47.45
image_236.jpg,Defect,112053,54058,48.24
image_237.jpg,Defect,97383,55636,57.13
image_238.jpg,Defect,89711,29425,32.80
image_239.jpg,Defect,124973,48921,39.15
image_24.jpg,Defect,140000,46019,32.87
image_240.jpg,Defect,90160,46855,51.97
image_241.jpg,Defect,90596,53104,58.62
image_242.jpg,Defect,107210,42402,39.55
image_243.jpg,Defect,105213,71454,67.91
image_244.jpg,Defect,99225,35850,36.13
image_245.jpg,Defect,98127,36406,37.10
image_246.jpg,Defect,107233,49989,46.62
image_247.jpg,Defect,100906,44796,44.39
image_248.jpg,Defect,113838,43207,37.95
image_249.jpg,Defect,110178,52116,47.30
image_25.jpg,Defect,143976,46333,32.18
image_250.jpg,Defect,104348,48601,46.58
image_251.jpg,Defect,116181,60664,52.22
image_252.jpg,Defect,109585,46002,41.98
image_253.jpg,Defect,87154,34438,39.51
image_254.jpg,Defect,113830,40852,35.89
image_255.jpg,Defect,84905,40166,47.31
image_256.jpg,Defect,109751,40344,36.76
image_257.jpg,Defect,85915,46450,54.07
image_258.jpg,Defect,102780,35908,34.94
image_259.jpg,Defect,89064,42928,48.20
image_26.jpg,Defect,133969,30672,22.89
image_260.jpg,Defect,91282,45430,49.77
image_261.jpg,Defect,89325,53664,60.08
image_262.jpg,Defect,99436,43770,44.02
image_263.jpg,Defect,113471,40810,35.97
image_264.jpg,Defect,87415,41574,47.56
image_265.jpg,Defect,111806,55156,49.33
image_266.jpg,Defect,93507,48529,51.90
image_267.jpg,Defect,107765,39053,36.24
image_268.jpg,Defect,81854,40602,49.60
image_269.jpg,Defect,94111,45116,47.94
image_27.jpg,Defect,170462,56540,33.17
image_270.jpg,Defect,113825,46991,41.28
image_271.jpg,Defect,99245,46944,47.30
image_272.jpg,Defect,95156,42992,45.18
image_273.jpg,Defect,91648,43251,47.19
image_274.jpg,Defect,114381,49149,42.97
image_275.jpg,Defect,104065,52430,50.38
image_276.jpg,Defect,94395,38084,40.35
image_277.jpg,Defect,94966,39439,41.53
image_278.jpg,Defect,99423,37868,38.09
image_279.jpg,Defect,112913,47736,42.28
image_28.jpg,Defect,172407,52138,30.24
image_280.jpg,Defect,123855,45922,37.08
image_281.jpg,Defect,117174,76180,65.01
image_282.jpg,Defect,153665,86010,55.97
image_283.jpg,Defect,154796,61316,39.61
image_284.jpg,Defect,108433,58659,54.10
image_285.jpg,Defect,116438,63429,54.47
image_286.jpg,Defect,125465,63845,50.89
image_287.jpg,Defect,88743,37694,42.48
image_288.jpg,Defect,95915,43645,45.50
image_289.jpg,Defect,85927,37308,43.42
image_29.jpg,Defect,196456,55646,28.32
image_290.jpg,Defect,94221,37126,39.40
image_291.jpg,Defect,100675,45827,45.52
image_292.jpg,Defect,75113,32290,42.99
image_293.jpg,Defect,92574,40225,43.45
image_294.jpg,Defect,99402,37343,37.57
image_295.jpg,Defect,91567,36112,39.44
image_296.jpg,Defect,101281,37930,37.45
image_297.jpg,Defect,82008,36576,44.60
image_298.jpg,Defect,95339,38798,40.69
image_299.jpg,Defect,99714,43471,43.60
image_3.jpg,Defect,157235,51393,32.69
image_30.jpg,Defect,164522,48033,29.20
image_300.jpg,Defect,98160,36370,37.05
image_301.jpg,Defect,102830,42820,41.64
image_302.jpg,Defect,137752,58256,42.29
image_303.jpg,Defect,180168,53580,29.74
image_304.jpg,Defect,140429,71289,50.77
image_305.jpg,Defect,166179,62369,37.53
image_306.jpg,Defect,134719,65514,48.63
image_307.jpg,Defect,120415,51077,42.42
image_308.jpg,Defect,173186,50996,29.45
image_309.jpg,Defect,149646,53053,35.45
image_31.jpg,Defect,182678,54481,29.82
image_310.jpg,Defect,159654,53234,33.34
image_311.jpg,Defect,174696,59126,33.85
image_312.jpg,Defect,176488,58434,33.11
image_313.jpg,Defect,163879,61330,37.42
image_314.jpg,Defect,153159,59650,38.95
image_315.jpg,Defect,182175,79090,43.41
image_316.jpg,Defect,153697,48865,31.79
image_317.jpg,Defect,165166,57014,34.52
image_318.jpg,Defect,150969,66195,43.85
image_319.jpg,Defect,158919,66371,41.76
image_32.jpg,Defect,223822,57607,25.74
image_320.jpg,Defect,147795,56692,38.36
image_321.jpg,Defect,158316,72439,45.76
image_322.jpg,Defect,173674,57783,33.27
image_323.jpg,Defect,175626,44105,25.11
image_324.jpg,Defect,144766,66117,45.67
image_325.jpg,Defect,137338,57367,41.77
image_326.jpg,Defect,145481,68353,46.98
image_327.jpg,Defect,176382,76435,43.33
image_328.jpg,Defect,158832,49123,30.93
image_329.jpg,Defect,146488,50197,34.27
image_33.jpg,Defect,147018,45524,30.96
image_330.jpg,Defect,145432,49224,33.85
image_331.jpg,Defect,143140,69151,48.31
image_332.jpg,Defect,156170,66080,42.31
image_333.jpg,Defect,164671,64901,39.41
image_334.jpg,Defect,161234,64499,40.00
image_335.jpg,Defect,161005,70006,43.48
image_336.jpg,Defect,126458,61707,48.80
image_337.jpg,Defect,177372,78827,44.44
image_338.jpg,Defect,144515,53297,36.88
image_339.jpg,Defect,135699,65127,47.99
image_34.jpg,Defect,130904,44712,34.16
image_340.jpg,Defect,172280,73961,42.93
image_341.jpg,Defect,155171,62307,40.15
image_342.jpg,Defect,160674,59654,37.13
image_343.jpg,Defect,144056,55417,38.47
image_344.jpg,Defect,137184,56748,41.37
image_345.jpg,Defect,142793,58952,41.28
image_346.jpg,Defect,173851,65418,37.63
image_347.jpg,Defect,182643,55110,30.17
image_348.jpg,Defect,162658,71067,43.69
image_349.jpg,Defect,178524,68093,38.14
image_35.jpg,Defect,150951,51895,34.38
image_350.jpg,Defect,146423,51194,34.96
image_351.jpg,Defect,173413,67381,38.86
image_352.jpg,Defect,135557,57732,42.59
image_353.jpg,Defect,168774,68251,40.44
image_354.jpg,Defect,154902,65638,42.37
image_355.jpg,Defect,140262,55564,39.61
image_356.jpg,Defect,160584,65284,40.65
image_357.jpg,Defect,153087,67183,43.89
image_358.jpg,Defect,162138,61580,37.98
image_359.jpg,Defect,182951,79290,43.34
image_36.jpg,Defect,156016,47664,30.55
image_360.jpg,Defect,160255,64076,39.98
image_361.jpg,Defect,164120,65228,39.74
image_362.jpg,Defect,161956,70144,43.31
image_363.jpg,Defect,168334,52058,30.93
image_364.jpg,Defect,166932,59811,35.83
image_365.jpg,Defect,207201,67030,32.35
image_366.jpg,Defect,173577,63087,36.35
image_367.jpg,Defect,170147,81804,48.08
image_368.jpg,Defect,191439,77889,40.69
image_369.jpg,Defect,169337,83300,49.19
image_37.jpg,Defect,170018,51921,30.54
image_370.jpg,Defect,174617,65585,37.56
image_371.jpg,Defect,177619,88906,50.05
image_372.jpg,Defect,172305,79833,46.33
image_373.jpg,Defect,175051,70943,40.53
image_374.jpg,Defect,167518,90055,53.76
image_375.jpg,Defect,169488,88356,52.13
image_376.jpg,Defect,157500,87245,55.39
image_377.jpg,Defect,183508,85438,46.56
image_378.jpg,Defect,193032,71144,36.86
image_379.jpg,Defect,168763,87200,51.67
image_38.jpg,Defect,167149,50450,30.18
image_380.jpg,Defect,153702,78850,51.30
image_381.jpg,Defect,170854,84847,49.66
image_382.jpg,Defect,173196,76678,44.27
image_383.jpg,Defect,196793,83361,42.36
image_384.jpg,Defect,177736,77679,43.70
image_385.jpg,Defect,182731,82965,45.40
image_386.jpg,Defect,186989,78574,42.02
image_387.jpg,Defect,200036,85312,42.65
image_388.jpg,Defect,172347,67862,39.38
image_389.jpg,Defect,168464,52482,31.15
image_39.jpg,Defect,162070,49229,30.38
image_390.jpg,Defect,177859,82810,46.56
image_391.jpg,Defect,214918,62526,29.09
image_392.jpg,Defect,172592,66128,38.31
image_393.jpg,Defect,156728,65801,41.98
image_394.jpg,Defect,176109,80921,45.95
image_395.jpg,Defect,192425,71124,36.96
image_396.jpg,Defect,170177,78743,46.27
image_397.jpg,Defect,173192,75919,43.84
image_398.jpg,Defect,149481,62276,41.66
image_399.jpg,Defect,165237,61749,37.37
image_4.jpg,Defect,159051,65337,41.08
image_40.jpg,Defect,150519,50384,33.47
image_400.jpg,Defect,169598,26632,15.70
image_401.jpg,Defect,183065,71407,39.01
image_402.jpg,Defect,149047,44203,29.66
image_41.jpg,Defect,149181,51253,34.36
image_42.jpg,Defect,153145,61063,39.87
image_43.jpg,Defect,151044,57685,38.19
image_44.jpg,Defect,153981,69387,45.06
image_45.jpg,Defect,154354,70116,45.43
image_46.jpg,Defect,161896,65307,40.34
image_47.jpg,Defect,159033,84092,52.88
image_48.jpg,Defect,155109,51004,32.88
image_49.jpg,Defect,201540,84177,41.77
image_5.jpg,Defect,161294,50254,31.16
image_50.jpg,Defect,196445,65234,33.21
image_51.jpg,Defect,233903,59411,25.40
image_52.jpg,Defect,218074,85761,39.33
image_53.jpg,Defect,219629,61942,28.20
image_54.jpg,Defect,206586,75644,36.62
image_55.jpg,Defect,206608,72524,35.10
image_56.jpg,Defect,191065,78228,40.94
image_57.jpg,Defect,188713,74514,39.49
image_58.jpg,Defect,199374,85362,42.82
image_59.jpg,Defect,194344,83431,42.93
image_6.jpg,Defect,180178,57481,31.90
image_60.jpg,Defect,204331,83716,40.97
image_61.jpg,Defect,174308,72368,41.52
image_62.jpg,Defect,204122,64927,31.81
image_63.jpg,Defect,205970,61039,29.63
image_64.jpg,Defect,208534,62773,30.10
image_65.jpg,Defect,244722,81128,33.15
image_66.jpg,Defect,268389,65846,24.53
image_67.jpg,Defect,84697,35612,42.05
image_68.jpg,Defect,100540,41319,41.10
image_69.jpg,Defect,107222,56278,52.49
image_7.jpg,Defect,186825,80513,43.10
image_70.jpg,Defect,104621,33596,32.11
image_71.jpg,Defect,101353,22925,22.62
image_72.jpg,Defect,89383,23275,26.04
image_73.jpg,Defect,119064,51298,43.08
image_74.jpg,Defect,122039,52739,43.21
image_75.jpg,Defect,104821,53419,50.96
image_76.jpg,Defect,108830,58004,53.30
image_77.jpg,Defect,121691,61959,50.92
image_78.jpg,Defect,106251,37550,35.34
image_79.jpg,Defect,94073,37144,39.48
image_8.jpg,Defect,187764,60586,32.27
image_80.jpg,Defect,88940,28205,31.71
image_81.jpg,Defect,89056,27987,31.43
image_82.jpg,Defect,88144,36690,41.63
image_83.jpg,Defect,109605,35509,32.40
image_84.jpg,Defect,111592,49596,44.44
image_85.jpg,Defect,124971,55959,44.78
image_86.jpg,Defect,121460,39324,32.38
image_87.jpg,Defect,105450,34869,33.07
image_88.jpg,Defect,112739,61816,54.83
image_89.jpg,Defect,115197,57228,49.68
image_9.jpg,Defect,180635,62430,34.56
image_90.jpg,Defect,100822,53323,52.89
image_91.jpg,Defect,116287,45898,39.47
image_92.jpg,Defect,111083,40385,36.36
image_93.jpg,Defect,106143,32836,30.94
image_94.jpg,Defect,101466,54901,54.11
image_95.jpg,Defect,120273,41130,34.20
image_96.jpg,Defect,105452,48531,46.02
image_97.jpg,Defect,86599,36864,42.57
image_98.jpg,Defect,109537,45940,41.94
image_99.jpg,Defect,96448,34808,36.09
