image_path,mask_path,fruit,category
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Ripe\Pear_Ripe_017.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Ripe\Pear_Ripe_017_mask.png,Pear,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Ripe\Mango_Ripe_046_mask.png,Mango,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Unripe\Apple_Unripe_040_mask.png,Apple,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Ripe\Melon_Ripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Ripe\Melon_Ripe_001_mask.png,Melon,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Rotten\Apple_Rotten_001_mask.png,Apple,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Ripe\Banana_Ripe_013_mask.png,Banana,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Ripe\Grape_Ripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Ripe\Grape_Ripe_074_mask.png,Grape,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Ripe\Apple_Ripe_032_mask.png,Apple,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_A\Guava_Class_A_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Class_A\Guava_Class_A_032_mask.png,Guava,Class_A
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Rotten\Melon_Rotten_009.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Rotten\Melon_Rotten_009_mask.png,Melon,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_023_mask.png,Apple,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Ripe\Banana_Ripe_054_mask.png,Banana,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Overripe\Peach_Overripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Overripe\Peach_Overripe_046_mask.png,Peach,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Defect\Guava_Defect_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Defect\Guava_Defect_032_mask.png,Guava,Defect
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Overripe\Melon_Overripe_007.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Overripe\Melon_Overripe_007_mask.png,Melon,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Rotten\Peach_Rotten_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Rotten\Peach_Rotten_071_mask.png,Peach,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Overripe\Mango_Overripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Overripe\Mango_Overripe_013_mask.png,Mango,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Unripe\Banana_Unripe_040_mask.png,Banana,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Ripe\Orange_Ripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Ripe\Orange_Ripe_081_mask.png,Orange,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Rotten\Mango_Rotten_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Rotten\Mango_Rotten_034_mask.png,Mango,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Rotten\Grape_Rotten_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Rotten\Grape_Rotten_011_mask.png,Grape,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Unripe\Pear_Unripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Unripe\Pear_Unripe_077_mask.png,Pear,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Unripe\Mango_Unripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Unripe\Mango_Unripe_054_mask.png,Mango,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Overripe\Banana_Overripe_023_mask.png,Banana,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Overripe\Pear_Overripe_048.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Overripe\Pear_Overripe_048_mask.png,Pear,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Ripe\Orange_Ripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Ripe\Orange_Ripe_071_mask.png,Orange,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Overripe\Pear_Overripe_056.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Overripe\Pear_Overripe_056_mask.png,Pear,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Rotten\Apple_Rotten_054_mask.png,Apple,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Ripe\Banana_Ripe_011_mask.png,Banana,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Unripe\Pear_Unripe_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Unripe\Pear_Unripe_031_mask.png,Pear,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Rotten\Apple_Rotten_077_mask.png,Apple,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Rotten\Melon_Rotten_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Rotten\Melon_Rotten_001_mask.png,Melon,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Rotten\Orange_Rotten_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Rotten\Orange_Rotten_005_mask.png,Orange,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Ripe\Apple_Ripe_045_mask.png,Apple,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Rotten\Grape_Rotten_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Rotten\Grape_Rotten_013_mask.png,Grape,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Rotten\Melon_Rotten_002.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Rotten\Melon_Rotten_002_mask.png,Melon,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Defect\Guava_Defect_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Defect\Guava_Defect_054_mask.png,Guava,Defect
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Ripe\Banana_Ripe_019_mask.png,Banana,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Overripe\Banana_Overripe_071_mask.png,Banana,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Rotten\Apple_Rotten_031_mask.png,Apple,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Unripe\Grape_Unripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Unripe\Grape_Unripe_084_mask.png,Grape,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Rotten\Pear_Rotten_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Rotten\Pear_Rotten_001_mask.png,Pear,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Overripe\Peach_Overripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Overripe\Peach_Overripe_040_mask.png,Peach,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Overripe\Mango_Overripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Overripe\Mango_Overripe_071_mask.png,Mango,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Ripe\Peach_Ripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Ripe\Peach_Ripe_078_mask.png,Peach,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Rotten\Grape_Rotten_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Rotten\Grape_Rotten_005_mask.png,Grape,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Unripe\Grape_Unripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Unripe\Grape_Unripe_005_mask.png,Grape,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_013_mask.png,Apple,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_A\Guava_Class_A_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Class_A\Guava_Class_A_019_mask.png,Guava,Class_A
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_B\Guava_Class_B_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Class_B\Guava_Class_B_084_mask.png,Guava,Class_B
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Rotten\Melon_Rotten_016.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Rotten\Melon_Rotten_016_mask.png,Melon,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_B\Guava_Class_B_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Class_B\Guava_Class_B_045_mask.png,Guava,Class_B
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Unripe\Apple_Unripe_054_mask.png,Apple,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Rotten\Grape_Rotten_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Rotten\Grape_Rotten_034_mask.png,Grape,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Unripe\Mango_Unripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Unripe\Mango_Unripe_078_mask.png,Mango,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Ripe\Apple_Ripe_001_mask.png,Apple,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Ripe\Grape_Ripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Ripe\Grape_Ripe_071_mask.png,Grape,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Overripe\Mango_Overripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Overripe\Mango_Overripe_023_mask.png,Mango,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Overripe\Melon_Overripe_033.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Overripe\Melon_Overripe_033_mask.png,Melon,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Ripe\Mango_Ripe_001_mask.png,Mango,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Rotten\Melon_Rotten_004.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Rotten\Melon_Rotten_004_mask.png,Melon,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Defect\Guava_Defect_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Defect\Guava_Defect_077_mask.png,Guava,Defect
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Rotten\Peach_Rotten_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Rotten\Peach_Rotten_040_mask.png,Peach,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Rotten\Mango_Rotten_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Rotten\Mango_Rotten_071_mask.png,Mango,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Rotten\Melon_Rotten_024.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Rotten\Melon_Rotten_024_mask.png,Melon,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Rotten\Peach_Rotten_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Rotten\Peach_Rotten_084_mask.png,Peach,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Ripe\Mango_Ripe_023_mask.png,Mango,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Unripe\Mango_Unripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Unripe\Mango_Unripe_071_mask.png,Mango,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Unripe\Peach_Unripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Unripe\Peach_Unripe_013_mask.png,Peach,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Ripe\Peach_Ripe_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Ripe\Peach_Ripe_032_mask.png,Peach,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Unripe\Grape_Unripe_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Unripe\Grape_Unripe_031_mask.png,Grape,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Ripe\Mango_Ripe_077_mask.png,Mango,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Ripe\Pear_Ripe_050.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Ripe\Pear_Ripe_050_mask.png,Pear,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Overripe\Grape_Overripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Overripe\Grape_Overripe_046_mask.png,Grape,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Defect\Guava_Defect_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Defect\Guava_Defect_023_mask.png,Guava,Defect
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Unripe\Peach_Unripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Unripe\Peach_Unripe_034_mask.png,Peach,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Rotten\Orange_Rotten_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Rotten\Orange_Rotten_013_mask.png,Orange,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Overripe\Orange_Overripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Overripe\Orange_Overripe_045_mask.png,Orange,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_B\Guava_Class_B_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Guava\Class_B\Guava_Class_B_078_mask.png,Guava,Class_B
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Ripe\Melon_Ripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Ripe\Melon_Ripe_011_mask.png,Melon,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Ripe\Banana_Ripe_045_mask.png,Banana,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Ripe\Banana_Ripe_091_mask.png,Banana,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Overripe\Pear_Overripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Overripe\Pear_Overripe_005_mask.png,Pear,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Rotten\Peach_Rotten_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Rotten\Peach_Rotten_023_mask.png,Peach,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Overripe\Orange_Overripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Overripe\Orange_Overripe_081_mask.png,Orange,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Overripe\Banana_Overripe_074_mask.png,Banana,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_081_mask.png,Apple,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Overripe\Banana_Overripe_001_mask.png,Banana,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Unripe\Orange_Unripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Unripe\Orange_Unripe_001_mask.png,Orange,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Overripe\Melon_Overripe_014.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Melon\Overripe\Melon_Overripe_014_mask.png,Melon,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Unripe\Orange_Unripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Orange\Unripe\Orange_Unripe_071_mask.png,Orange,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Ripe\Peach_Ripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Ripe\Peach_Ripe_081_mask.png,Peach,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Unripe\Mango_Unripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Mango\Unripe\Mango_Unripe_046_mask.png,Mango,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Overripe\Pear_Overripe_050.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Pear\Overripe\Pear_Overripe_050_mask.png,Pear,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Banana\Unripe\Banana_Unripe_084_mask.png,Banana,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Ripe\Apple_Ripe_011_mask.png,Apple,Ripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Rotten\Apple_Rotten_046_mask.png,Apple,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Rotten\Apple_Rotten_071_mask.png,Apple,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Unripe\Apple_Unripe_034_mask.png,Apple,Unripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Overripe\Grape_Overripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Overripe\Grape_Overripe_081_mask.png,Grape,Overripe
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Rotten\Grape_Rotten_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Grape\Rotten\Grape_Rotten_019_mask.png,Grape,Rotten
C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Unripe\Peach_Unripe_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Peach\Unripe\Peach_Unripe_031_mask.png,Peach,Unripe
